Age,Gender,Hydration_Level,Oil_Level,Sensitivity,Humidity,Temperature,Skin_Type,skin_score,skin_age
53,Female,Medium,Low,Medium,40.5,18.4,Combination,88,41.3
34,Female,Medium,Medium,Medium,66.5,13.1,Normal,99.8,21.2
54,Female,Low,Low,High,31.2,17.9,Dry,37.5,74
41,Male,High,Medium,Medium,31,13.3,Combination,100,29.7
31,Male,Medium,Medium,Medium,65.6,22,Combination,100,23.3
41,Female,High,Medium,Low,54,15.5,Normal,100,21
21,Female,High,Medium,Medium,46.6,14.6,Normal,100,15
36,Female,Medium,Medium,Medium,43.9,16.7,Normal,100,25.5
39,Female,Low,High,Medium,77.8,25.1,Oily,64.5,36.2
38,Female,Low,Low,Low,25,25.2,Combination,66,39.3
21,Female,High,Medium,Medium,38.1,19.8,Normal,100,15
35,Female,Low,Low,High,29.4,16,Dry,39.8,55
34,Female,Medium,Low,Low,57.7,26.6,Normal,91.8,19.7
27,Female,High,High,Low,57.2,32.8,Normal,100,15
55,Female,High,Medium,Low,76,23.5,Normal,100,35
23,Male,Low,Low,High,26.9,31.7,Combination,41.6,33
53,Female,Medium,Medium,Low,58,25.9,Normal,100,33
56,Male,Low,High,Medium,80,26.2,Oily,47.7,58.6
24,Female,Low,Low,High,28.4,14.9,Dry,34.1,34
56,Male,Medium,Medium,Low,44.7,24.2,Normal,96.9,36
54,Male,Low,Low,High,38,18.5,Dry,40.5,66.8
53,Male,Medium,High,Medium,58.6,14.6,Combination,80.4,33.9
29,Male,Medium,Medium,Low,55.3,14.9,Normal,100,15.2
49,Female,Medium,Low,Low,57.7,27.8,Normal,94.3,34.1
52,Male,Medium,Medium,Low,69,13.1,Normal,100,32.7
27,Female,Medium,Medium,Low,37.8,25.3,Combination,100,15
25,Female,Medium,Medium,Medium,49.3,23.8,Normal,100,15
43,Male,Low,Medium,Medium,50.4,15.8,Oily,73.5,43.9
40,Male,Medium,Medium,Low,63.4,15.4,Normal,100,27.1
56,Male,Low,Low,High,21.2,18.9,Combination,23.6,76
55,Female,Medium,Medium,Medium,37.4,16.9,Normal,92.2,35
42,Male,Medium,Medium,High,28.1,29.2,Combination,75.2,40.5
48,Male,High,Medium,Low,60.3,26.8,Normal,100,29
43,Female,Low,Low,High,29.2,18.3,Dry,42.7,59.5
34,Male,Low,Low,High,26.8,19.6,Dry,53.2,45.1
31,Female,High,Low,High,45.5,14.1,Combination,76,18.2
31,Female,Medium,Medium,Low,57.1,17.1,Normal,100,15
32,Female,Low,Low,High,26.2,17.4,Dry,43.9,47.6
30,Female,High,High,High,56.6,20.5,Dry,82.5,16.7
31,Male,Low,Low,High,26.6,17.2,Dry,35.1,48.5
50,Male,Low,Low,High,31.9,13,Dry,34.8,70
50,Male,Medium,Low,Low,46,27.9,Combination,85.9,37.5
33,Male,Low,High,Medium,80,29.8,Oily,68.7,30.1
57,Female,Medium,Medium,Low,60.4,16.9,Normal,100,38.1
30,Male,High,Medium,Low,44.7,17.5,Normal,100,15
29,Male,Low,Low,High,33.9,13.5,Dry,43.2,42.2
47,Female,Medium,High,Low,71.1,27.9,Oily,92,30
51,Male,Low,High,Medium,75.7,22.7,Oily,58.8,49.7
59,Male,Low,High,Medium,67.8,23.7,Oily,68.2,61
23,Female,Low,Low,High,26,16.3,Dry,48.6,33
53,Male,Medium,Low,High,74.4,17.4,Combination,64.9,55.2
33,Female,Low,Low,High,27.1,15.2,Dry,38.8,51.8
50,Female,Medium,High,Medium,76.3,24.7,Oily,84.8,41.3
34,Female,Medium,Low,High,27,25.4,Combination,81.2,29.9
58,Male,Medium,Medium,Low,77.5,19.8,Normal,100,39.8
55,Male,Medium,High,Low,58.6,27,Oily,100,35
54,Male,Medium,Medium,Medium,74,16.8,Combination,91.6,34.1
24,Female,Low,Low,High,20,12.5,Dry,32.7,34
52,Male,Medium,High,High,77.8,27.3,Oily,66.7,42.7
47,Male,Low,High,Medium,54.4,26.1,Oily,70.6,42.2
24,Male,Low,Low,High,23.3,14.3,Dry,32.4,34
50,Female,Low,Low,Low,29.6,18.9,Dry,63.9,57.9
38,Male,Low,Low,High,32.2,18.6,Dry,34.4,58
31,Female,High,Medium,Medium,61.4,18,Normal,100,15
57,Female,Low,Low,High,28,17.7,Dry,22.6,77
56,Female,Medium,Medium,Low,66.4,16.9,Combination,94.6,36
58,Male,Low,High,Medium,80,23.5,Oily,56.7,58.1
56,Male,Low,Low,High,55.9,12.6,Dry,35.6,76
29,Male,High,Medium,Low,43.3,14.7,Normal,100,15
31,Male,Low,Low,High,26.4,29.2,Dry,32.1,48.5
53,Male,Medium,High,Medium,44.4,22.3,Normal,100,33
52,Female,Medium,Medium,Low,66.6,21,Normal,100,32
48,Male,Medium,High,Low,59.9,27.2,Normal,98.4,28
38,Male,Medium,Medium,Medium,56.9,19.2,Normal,100,27.8
43,Female,Medium,Low,High,32,22.8,Combination,75.7,41.2
22,Male,Medium,Medium,Medium,47.6,23.7,Normal,100,15
47,Female,Medium,Medium,Medium,42.2,22.6,Oily,100,37.7
53,Male,Medium,Low,High,47.9,16.6,Combination,72.7,57.7
23,Male,Low,Low,High,40.5,17.2,Dry,40.9,31.4
43,Male,Medium,High,Low,62.3,28.2,Oily,100,30.5
58,Male,High,Medium,Medium,63.3,27.6,Normal,97.7,41.4
31,Female,High,Medium,High,50.2,12.6,Normal,91.2,20.4
52,Male,Low,Low,High,29.8,16.3,Combination,38.8,72
27,Male,Medium,Medium,Medium,60.3,20.5,Normal,100,15
57,Female,High,Medium,Low,56.2,21.9,Normal,100,37
18,Female,Medium,High,Low,40.2,24.1,Combination,100,15
29,Female,High,High,Medium,33.4,16.5,Normal,100,15
27,Male,Low,High,Low,76.4,25.2,Oily,76.9,21.3
23,Male,Medium,Medium,Low,48.4,15,Normal,100,15
53,Female,Low,Low,High,22.6,14.3,Dry,17.8,73
33,Male,Low,High,Low,55.9,25.2,Oily,83.4,22.8
24,Male,Medium,High,Medium,50.3,27.3,Oily,96,15
35,Male,Medium,Medium,Medium,61.5,24.1,Oily,100,24.6
52,Male,Medium,Medium,Low,42.6,30.2,Combination,95.2,32
26,Male,Low,High,Low,80,26.1,Oily,61.7,23.2
34,Male,Low,High,Medium,77.5,21.8,Oily,70.4,34.1
28,Female,Medium,Medium,Medium,43.8,13.6,Combination,100,18.5
27,Male,Low,Low,High,21.5,13.2,Oily,30.3,47
55,Female,High,Medium,Medium,36,25.8,Normal,100,35
34,Male,Medium,High,Low,58.9,25.7,Oily,100,15
41,Female,Low,Low,High,27.3,10.4,Dry,39.2,61
34,Female,Medium,High,Low,48.7,28.1,Oily,100,15
57,Female,Medium,Medium,Medium,61.1,16.3,Normal,98.9,38.4
29,Male,Low,Medium,Low,42.4,16.7,Normal,88.5,15.9
26,Female,Medium,Medium,Medium,47.1,14.3,Oily,100,18.3
33,Male,Low,Low,High,28.9,17.3,Dry,33,53
56,Female,High,Medium,Medium,64.6,14.6,Normal,95.7,37.7
47,Male,Low,Low,High,39.8,18.4,Oily,41.4,59.7
51,Female,Medium,Medium,Low,60.6,12.8,Normal,100,31
23,Female,Low,Low,High,41.3,18.1,Combination,52.2,31.9
52,Male,Low,High,Low,54.5,23.2,Oily,82.3,39.8
52,Male,Low,High,Low,62.7,25.6,Oily,75.8,39.2
40,Male,Low,Low,High,28.5,11.5,Dry,26.8,60
28,Male,Low,Low,High,29.2,13.8,Dry,36.1,39.3
55,Male,Low,Low,High,24.7,15.8,Dry,43.6,75
39,Female,Medium,Medium,Low,61.4,15.7,Normal,100,23.9
57,Female,High,Medium,Low,41.4,18.1,Normal,100,37
43,Male,Medium,High,Low,75.5,32.3,Oily,87.7,28.6
36,Male,High,Medium,Medium,51.8,12.4,Normal,100,22.9
24,Female,High,Medium,Low,63.6,13.3,Normal,100,15
18,Female,Low,Low,High,34.4,19.6,Dry,46.7,26.3
34,Male,Low,Low,High,53.5,18.1,Combination,48.3,42.1
22,Female,Low,Low,High,25.2,18.2,Dry,41.7,32
32,Female,Medium,Medium,Medium,66.7,15.9,Normal,100,22
36,Female,Medium,Medium,Medium,49.6,19.8,Normal,100,23.7
30,Male,High,Medium,Low,32.7,13,Normal,100,15
59,Male,Low,Low,Medium,39.6,18.2,Oily,61.6,65.5
32,Male,Medium,Medium,Low,62.8,18,Combination,100,18.7
45,Male,High,Medium,High,40.9,15.1,Combination,89.4,35.4
33,Male,High,Medium,Medium,74.5,25.4,Combination,100,21
54,Female,Medium,Medium,Medium,36.2,15.5,Normal,95.6,34
23,Male,Low,Low,High,26.5,21,Dry,41.1,33
56,Male,Low,Low,High,38.4,31.7,Dry,33.7,76
28,Male,Low,High,Low,80,22.7,Oily,70.3,27.9
41,Female,High,Medium,Low,49.1,19,Normal,100,21
22,Male,Low,Low,High,29.1,14.9,Dry,47.7,32
55,Male,Medium,High,Medium,41.3,20.6,Normal,94.7,35
29,Female,Low,Low,High,29.8,12.7,Dry,47.7,45.3
29,Male,Low,Low,High,43.3,14.2,Dry,36.7,48.6
58,Male,Low,High,Medium,79.5,27.9,Oily,57.1,63.7
43,Male,Medium,High,Low,60.7,24.3,Oily,98.9,24.2
44,Female,Medium,High,Medium,61.1,25.1,Oily,98.1,34.4
49,Female,High,Medium,Medium,34.5,15.1,Normal,100,33.3
54,Female,High,High,Medium,65.3,25.5,Oily,97.1,34
49,Female,Medium,High,Low,67.6,15.6,Oily,91.1,31.2
21,Male,Medium,Medium,Low,58.3,14.2,Normal,100,15
57,Male,Medium,High,Medium,80,25.9,Oily,69.8,49.7
55,Female,Low,Low,High,32.1,12.5,Dry,29.6,75
32,Male,Medium,Medium,Medium,44.4,18.1,Combination,100,16.9
56,Female,Low,Low,High,20.7,14.4,Dry,15.7,76
20,Female,Low,Low,High,32.9,12.1,Dry,46.7,24.4
30,Female,High,Medium,Medium,33.3,16.9,Normal,100,18.6
52,Male,High,Medium,Low,76.1,17.1,Normal,100,32
54,Male,Medium,Low,High,29.5,16.9,Combination,54.4,58.8
56,Female,Low,Low,High,27.4,15.8,Dry,24,76
27,Female,Medium,High,Medium,61.5,26.4,Oily,92,15.7
51,Male,Low,High,Low,56.3,22.5,Oily,77.9,36
55,Male,High,Medium,Medium,49.9,13.6,Normal,100,35
20,Female,Medium,High,Medium,52.4,31.9,Oily,100,15
41,Male,Medium,Medium,Low,52.9,20.8,Normal,100,22.4
23,Male,Low,High,Medium,75.6,23.7,Oily,70,22.8
24,Female,Low,Low,High,52.8,25.2,Dry,56.5,27.8
42,Male,Medium,Medium,Low,63.3,16.7,Normal,100,29.7
55,Female,Medium,Medium,Medium,45.1,16.5,Normal,100,35.8
42,Female,Medium,Medium,Medium,47,22.8,Normal,100,32.4
52,Male,High,Medium,Low,50.2,18.7,Normal,100,32
25,Female,High,High,Low,27.2,32.1,Normal,100,15
56,Male,Low,High,Medium,45.6,29.9,Oily,53.9,55.4
40,Female,Low,Low,High,30.3,18.4,Dry,45.7,52.5
19,Female,High,High,Medium,56,27.6,Oily,100,15
54,Male,Medium,Medium,Medium,58.1,24.1,Oily,92,38.9
36,Male,Low,Low,High,27.5,12.4,Dry,26.5,56
36,Male,Low,Low,High,27.8,11.5,Dry,34.3,56
24,Male,Low,High,Medium,72.5,30.4,Oily,67.8,25.5
29,Male,Medium,High,Medium,45.9,24.6,Combination,94.4,15
26,Male,Low,Low,High,31.5,14.8,Dry,34.6,43.8
45,Male,Low,High,Low,70.4,30.1,Oily,64.1,46.5
48,Male,High,Medium,Medium,66.3,18.2,Normal,100,30.9
51,Female,Low,Low,High,29.3,26.5,Dry,32.2,71
36,Female,Low,Low,High,25.3,14.9,Dry,34.2,56
22,Male,Low,High,Medium,80,25.3,Oily,70.1,21.8
22,Male,Low,High,Medium,49.8,31.4,Oily,83,22.1
49,Male,Low,High,Medium,80,30.4,Oily,52.4,53
55,Female,Low,Low,High,27.7,13.7,Dry,29.1,75
31,Male,Low,High,Medium,71.9,30.7,Oily,63.6,33.8
56,Male,Low,Low,High,49.4,24.1,Dry,42.2,76
59,Male,Medium,High,Low,65.3,24.7,Oily,87,39
31,Female,Low,Low,High,31.6,17.8,Dry,32.3,51
43,Female,Low,High,Low,62.2,27.2,Oily,72,38.1
58,Male,Medium,Medium,Medium,49.4,21.3,Normal,98.9,41.1
43,Female,Low,Low,High,55.1,17.6,Dry,36.8,63
44,Female,Low,High,Medium,75,28.8,Oily,66.1,40.5
44,Female,High,Medium,Low,44,14.7,Normal,100,24
28,Female,Low,Low,High,29.2,14.9,Dry,40.1,43.8
48,Male,Low,Low,High,31.1,20.7,Dry,43.8,65.2
34,Female,Low,Low,High,46.3,15.9,Dry,48.3,38.2
21,Male,Low,High,Medium,80,21.9,Oily,73,19.7
20,Female,Medium,Low,Medium,29.3,17.6,Combination,99.1,15
49,Female,Medium,High,Medium,78.9,26.2,Oily,75.7,38.8
32,Female,High,Low,Medium,44.3,19.5,Combination,100,15
56,Male,Medium,Medium,Low,66.6,14.7,Normal,99.3,36
43,Female,Medium,Medium,Medium,46.9,26.1,Normal,100,33.2
54,Male,Low,Low,High,27.4,12.3,Dry,29.4,74
32,Male,Medium,Medium,Medium,73.8,23.6,Normal,100,17.5
49,Female,Medium,High,Medium,64.7,26.1,Oily,82.9,36
44,Male,High,Medium,Medium,42.3,13.4,Combination,100,29
33,Female,Low,Low,High,64.6,17.7,Combination,51.9,41.9
36,Male,Medium,High,Low,54.2,24,Normal,100,18.2
58,Male,Low,Low,High,23.7,17,Dry,22.8,78
39,Female,Medium,High,Low,58.3,26.6,Combination,100,22.7
58,Female,Medium,Medium,Medium,58.5,16.4,Normal,97.9,39.4
35,Female,Medium,Low,Medium,44.9,15.8,Combination,95.8,25.3
20,Female,Medium,Medium,Medium,73.4,21.1,Normal,100,15
29,Male,High,Medium,Medium,41.3,15.6,Normal,100,15
28,Male,Medium,High,Low,54.8,31.9,Normal,100,15.8
33,Male,Low,Low,High,30.9,12.5,Dry,40.6,44.3
42,Male,Medium,High,Low,79.5,24.5,Oily,100,24.6
57,Female,High,High,Medium,45.3,28,Oily,85.9,37
53,Male,Medium,High,Medium,54.8,18.1,Normal,96.8,33
53,Female,Medium,Medium,Medium,78.8,23.7,Oily,95.1,34.9
31,Male,Medium,Medium,Low,34.9,15.9,Normal,100,20
44,Female,High,Low,Medium,54.6,29.6,Combination,91.5,30
25,Male,Medium,Medium,Low,50.4,18.8,Normal,100,15
43,Female,Medium,Medium,Medium,69.3,15.4,Normal,97.2,30.8
50,Male,Low,High,Medium,77,31,Oily,49.8,61.8
38,Male,Low,Medium,Low,59.2,22.7,Oily,80.6,29.6
24,Female,Low,Low,High,30.6,17.2,Dry,45.5,32.7
54,Male,Medium,Medium,Medium,37,16.3,Normal,94.2,34
39,Male,Medium,High,Low,78.4,21.9,Oily,95.6,19.2
59,Female,Low,High,Low,71.5,33.4,Oily,59.1,60.5
35,Male,High,Medium,Low,60.8,21.7,Normal,100,15
39,Male,Medium,High,Medium,75.3,23.9,Oily,87,25.6
53,Male,Medium,High,Medium,78.1,28.8,Oily,86.4,33.4
21,Male,Low,Low,High,21.3,10.5,Dry,36.8,31
38,Male,Medium,Medium,Medium,60.9,15.1,Normal,99.6,29.3
26,Male,Medium,Medium,Medium,37.6,18.5,Combination,100,15
49,Male,Medium,Medium,Low,55.1,14.9,Normal,100,32.2
58,Male,Medium,Medium,Low,60.8,17.9,Normal,100,38
32,Male,Medium,High,Low,51.4,14.9,Oily,100,15
37,Female,Low,High,Medium,78.2,27.3,Oily,56.1,33.9
27,Female,Medium,High,Medium,78.7,27.5,Oily,97,16
52,Male,Medium,High,Low,67,21.6,Combination,96.1,32
56,Male,Low,Low,High,29.7,15.2,Dry,34.7,76
41,Female,Low,High,Medium,40.5,26.2,Oily,79.4,39.3
35,Female,Medium,Medium,Medium,45.4,33.1,Oily,100,26.7
19,Male,Low,Low,High,27.1,14.8,Dry,41,29
26,Male,Medium,Low,High,42.7,22.1,Dry,81,20.8
26,Female,Low,Low,High,26,27,Dry,42.6,41.2
56,Male,Low,High,Medium,76.8,26.5,Oily,50.7,60
30,Female,Low,Low,High,29.1,19.9,Combination,52.8,42.7
22,Male,Medium,High,Medium,63.8,24.6,Oily,98.1,15
57,Male,Medium,High,Low,48.6,26,Oily,100,37
33,Male,Medium,High,Low,67.5,27.6,Oily,100,15
52,Female,High,Medium,Medium,51.4,23.6,Combination,100,32
34,Male,Low,Low,High,31.7,12.1,Dry,39.3,49.7
27,Female,High,Medium,High,31.2,24.3,Dry,93.4,17.8
58,Female,Medium,High,Medium,70.7,22.9,Oily,81.5,38
44,Female,Medium,Low,Medium,77.4,26.5,Oily,89.9,38.8
59,Male,High,Medium,Low,45.4,17,Normal,100,39
29,Male,Low,Low,High,35.7,10.3,Dry,32.1,48.2
52,Male,Medium,Medium,Medium,75.9,22.3,Normal,94.1,37
20,Male,Medium,High,Low,62.5,24,Combination,98.8,15
52,Female,Medium,Medium,Low,62.4,21,Normal,100,32
42,Male,Medium,High,Medium,78.7,24,Oily,94.5,26.3
35,Female,Low,Low,High,26.5,17.3,Dry,45.4,47.9
27,Male,High,Medium,Medium,60.9,16.5,Normal,100,15.3
38,Female,High,Medium,Medium,52.5,14.2,Normal,100,18.2
53,Male,Low,High,Medium,80,21.7,Oily,66.4,53.2
26,Female,High,Medium,Medium,50.5,24.6,Normal,100,15
52,Male,Medium,High,Low,72.5,23.7,Oily,100,32
37,Male,Low,High,Low,50.8,30.3,Oily,64.9,33.8
22,Male,Low,Low,High,44.8,16.7,Dry,60.8,28.8
55,Female,Medium,Medium,Low,30.8,18.3,Normal,100,36.6
25,Female,Low,Low,High,32,17.8,Dry,42.3,34.4
32,Male,Low,Low,High,28.8,15.7,Dry,52.3,45.4
50,Female,High,Medium,Low,57.8,13.9,Normal,100,30.5
53,Male,Medium,Medium,Medium,45.5,14.6,Normal,100,34.3
39,Female,Medium,High,Medium,33.9,15.8,Oily,88.3,21
40,Female,Low,Low,High,30.6,16.4,Dry,35.4,60
23,Male,Low,High,Low,58.1,20.8,Oily,94.1,15
31,Female,Medium,Medium,Medium,56.7,25.9,Normal,100,16.9
29,Female,Medium,High,Medium,39.9,16.1,Oily,92.2,16.8
19,Male,Low,Low,High,26.7,15.7,Dry,37.2,29
58,Female,High,Medium,Low,48.6,16.4,Normal,100,38
56,Female,Medium,Medium,Low,55.7,28.5,Oily,97.1,36
40,Female,High,High,Medium,41.7,21.8,Oily,100,20
42,Female,Medium,High,Medium,80,12.5,Oily,83.7,29
54,Female,High,Medium,Low,62.2,24.9,Normal,100,34
56,Male,Medium,High,Low,72.1,31.2,Oily,80.1,37.1
38,Male,Low,Low,High,59.3,15.8,Oily,50.1,52.1
51,Female,Low,Low,High,21.9,17.6,Oily,35,71
44,Male,Low,High,Medium,76,21.2,Oily,60.9,45.7
55,Male,Low,High,Low,74.4,28.8,Oily,61.7,53.3
53,Female,Medium,High,Medium,41.4,18,Oily,98.2,33
37,Male,Low,Low,High,42.3,15,Dry,39.5,57
26,Female,Medium,High,High,41.9,30,Oily,75,20.7
41,Male,High,Medium,Medium,58.1,13.2,Normal,100,21
55,Male,Medium,High,Medium,64.7,25,Oily,91,35
36,Male,Low,Low,High,31,13.8,Dry,45.2,48.7
44,Male,Medium,Medium,Medium,39.7,16,Normal,99.9,36.2
59,Female,High,Medium,Low,60.8,15.4,Normal,100,39
46,Female,Medium,Medium,Medium,71,19,Oily,91.1,30.8
44,Female,Low,Low,High,28.9,10.4,Dry,37.2,64
36,Female,Low,Low,High,33.4,15.8,Dry,33.6,56
49,Male,Medium,Medium,High,71.4,24.4,Combination,60.4,49.8
29,Female,Medium,Low,High,28.4,14.3,Combination,70.8,26.8
25,Female,High,Low,Medium,44.8,29,Normal,100,15
54,Female,Medium,High,Medium,78.7,23.3,Oily,87.6,35.6
46,Female,Medium,High,Low,34.4,31.3,Oily,94.7,31.4
44,Female,Medium,Medium,Medium,66.3,17,Normal,100,36.8
42,Male,High,Medium,Low,20.4,33.3,Normal,100,28.8
35,Male,High,Medium,Low,40.1,28.8,Normal,100,16.4
57,Male,Low,High,Low,73.8,24.1,Oily,59.1,57.9
24,Male,Medium,High,Low,72.5,21.4,Oily,100,15
25,Female,Medium,Medium,Low,67.1,11.9,Normal,100,16.8
36,Female,Low,Low,High,44.7,13.6,Dry,45.9,50.5
30,Female,Medium,Medium,Low,64.6,16.4,Normal,100,21.8
25,Male,Medium,High,Medium,77.5,27.8,Oily,94.6,15
59,Male,Medium,Medium,Medium,56.9,20.2,Oily,97.7,39
18,Male,Medium,High,Low,80,24.1,Combination,100,15
50,Female,Medium,Medium,Medium,56.8,16.4,Normal,100,36.3
55,Female,Medium,High,Medium,63,24.9,Normal,92.1,36.1
24,Female,Medium,Medium,Medium,61,24.5,Normal,100,15
44,Male,Medium,Medium,Medium,65.7,24.6,Oily,95.4,31.3
57,Male,Low,Low,High,34.5,24.5,Combination,40.2,71.3
56,Male,Medium,High,Low,71,25.9,Oily,91.3,36
36,Female,Low,Low,High,31.9,15.9,Dry,40.2,52.1
58,Male,Low,Low,High,32.1,18.9,Normal,27.2,78
42,Male,Low,High,Medium,71.4,25.8,Oily,69.8,38.2
53,Female,Medium,Medium,Low,45.5,15.4,Normal,100,33
24,Female,High,Medium,Medium,21.5,15.8,Normal,100,15
54,Male,Medium,Medium,Medium,57,26.5,Combination,100,34
41,Male,High,Medium,Low,41,17.7,Normal,100,21
22,Female,Low,Low,High,24.4,16.1,Dry,45.7,32
42,Male,Low,Low,High,30.8,10,Dry,37.6,62
20,Male,Low,Low,High,51.6,22.9,Dry,68,21.6
39,Male,Medium,High,Low,75.5,27.5,Oily,92.9,24.1
50,Female,Medium,Medium,Medium,60,28.7,Oily,100,35.9
51,Female,Low,High,Low,25.8,30,Oily,64.5,47.7
18,Male,Medium,High,Medium,65.3,16.8,Combination,99.7,15
49,Female,High,Medium,Medium,38.8,21.1,Normal,100,34.9
27,Female,High,Medium,Low,42.6,11.7,Normal,100,15
52,Male,Medium,High,Medium,68.9,16.8,Normal,88,32
46,Male,Low,High,Medium,79.1,23.3,Oily,63.7,50.5
48,Male,Medium,Medium,Low,53.8,26.8,Normal,100,34.1
36,Male,Medium,Medium,Low,40.7,16.1,Normal,100,18.5
29,Female,Medium,Medium,Medium,61.1,15.5,Combination,100,15
26,Female,Low,Low,High,29.9,14.9,Dry,37.5,44.9
22,Male,Low,Low,High,46.7,15.3,Dry,54.2,27.4
45,Female,Medium,High,Low,38.4,29.5,Oily,98.6,27.5
39,Female,High,Low,High,42.2,15.9,Normal,76.7,33.9
53,Male,Medium,High,Medium,63.7,24.1,Oily,89,33
47,Male,High,Medium,Low,34.6,26.4,Normal,100,27
38,Female,Low,Low,High,51.8,20.6,Dry,46.7,52.7
22,Male,Medium,Medium,Low,40.5,14.2,Normal,100,15
41,Male,Low,Low,High,28.8,19.8,Dry,29.6,60.5
45,Male,Low,High,Medium,80,26.3,Oily,58,47.4
40,Male,Low,Low,High,44.2,11.7,Dry,32.8,60
23,Male,Low,Low,High,24.1,17.4,Dry,41.5,33
49,Male,High,Low,High,39.6,15.1,Combination,74.2,48.3
51,Male,Low,High,Medium,77.1,24.5,Oily,63.5,51.5
18,Male,High,Medium,Low,65.9,23.3,Normal,100,15
53,Female,Medium,Medium,Medium,28.6,21.1,Normal,90.2,33
35,Male,Low,Low,High,42.9,19.3,Combination,50,47.1
52,Male,Medium,High,Medium,69.7,18.7,Oily,91.2,32.4
57,Male,Medium,Medium,Low,48.4,21,Oily,100,37
18,Female,Medium,Medium,Medium,61.1,22.9,Oily,100,15
46,Male,Medium,High,Medium,46,27.9,Oily,85,30
26,Female,High,Medium,Low,46.5,14.8,Combination,100,15
26,Female,Medium,High,Low,69.1,28,Oily,100,15
37,Male,Low,Low,High,32.8,10,Dry,41.6,53.4
23,Female,Medium,Medium,Low,53.5,23.8,Normal,100,15
26,Male,Low,Low,High,20,13.2,Dry,24.7,46
53,Male,Medium,High,Medium,60.2,32.4,Oily,89.6,35.3
55,Male,Low,Low,High,51.7,15.7,Dry,43.4,70.8
56,Male,Low,High,Medium,79.6,21.9,Oily,48,55.7
21,Female,Medium,Medium,Medium,59.9,14.3,Normal,100,15
52,Male,Medium,Medium,Medium,72.6,20.6,Normal,96.5,32
35,Male,Low,Low,High,51,15.7,Dry,36.8,52.8
36,Female,Medium,Medium,Medium,60.4,30.6,Oily,95,30.7
54,Male,Low,High,Low,56.8,30.1,Oily,66.6,51.8
46,Male,Low,High,Medium,80,24.7,Oily,47.8,49
50,Male,Medium,High,Medium,77.5,25.2,Oily,75.2,37.7
20,Male,Medium,Medium,Medium,64.1,17.7,Normal,100,15
56,Male,Low,Low,High,28.3,22.3,Dry,25.2,76
41,Male,Low,Low,Low,31.6,18.1,Combination,82,39.5
31,Male,Medium,Medium,Low,44.3,14.3,Normal,100,15
49,Male,Medium,Medium,Low,45.6,26.2,Oily,100,29
51,Female,Low,Low,High,28.2,17.1,Dry,25.5,71
50,Male,Low,Low,Low,38.8,31.9,Combination,67.7,49.4
36,Male,High,Medium,Low,60.9,12.2,Normal,100,16
26,Male,Low,Low,High,27.7,15.2,Dry,36.6,42.1
37,Female,High,Medium,Low,42.6,12.8,Normal,100,19
36,Female,High,Low,High,30.5,27.1,Dry,79,31.6
43,Female,Medium,High,Medium,69.8,27.8,Oily,85.9,28
46,Female,Medium,Low,Low,24.1,31.9,Combination,76.7,47.3
56,Female,Medium,Medium,High,36.8,21.4,Normal,87,36.6
55,Male,Medium,High,Low,71.1,28.3,Oily,89.5,35
32,Male,Medium,High,Medium,63.5,21.6,Oily,100,15.8
57,Male,Low,Low,High,20,18.7,Dry,28.1,77
30,Female,Medium,High,Medium,60.7,32.2,Oily,89,17.2
59,Male,Medium,Low,Low,33.6,19.1,Combination,91.4,42.5
55,Female,Low,Low,High,21.1,15.5,Dry,33,75
51,Male,High,Medium,Low,50,15.8,Normal,100,31
56,Male,Medium,Medium,Low,77.1,14.9,Oily,83.3,38.9
28,Female,Medium,High,Medium,42.7,17.7,Oily,100,15
31,Male,High,Medium,Low,51,12.5,Normal,100,15
53,Male,Low,High,Medium,63.6,20.9,Oily,54.8,54.7
18,Female,Low,Low,High,71.1,20.9,Dry,45.7,28
40,Male,Low,Low,High,28.5,17.6,Dry,31.6,60
52,Male,High,Low,High,41,15.3,Combination,77.5,38.1
35,Female,High,Medium,Low,34.3,14.4,Normal,100,15
24,Male,Low,High,Medium,79.1,30,Oily,70.2,23.1
47,Male,Medium,Low,High,40.5,16.5,Combination,68.4,48.4
27,Male,Low,Low,High,34.6,17.4,Dry,38,41.1
59,Female,Medium,Medium,Medium,33.5,16.7,Normal,84.1,43
26,Male,Low,High,Medium,75.8,25.4,Normal,69.9,23.9
34,Female,High,Medium,Low,55.7,17.1,Normal,100,18.5
48,Male,Medium,High,Medium,75.3,22.8,Oily,84.7,34.6
59,Male,Medium,Medium,Low,55.4,23.3,Oily,100,39.2
58,Male,Medium,Low,Medium,33.3,17.8,Combination,82.9,45.3
57,Female,Low,High,Medium,70.8,30.4,Combination,49.5,64
25,Female,Low,Low,High,58.6,20.7,Dry,61.4,29.7
57,Female,Medium,Medium,Medium,54.6,15.8,Normal,94.5,37
21,Female,Low,Low,Medium,27.6,17.1,Dry,72.3,20.7
45,Male,High,High,Medium,47.6,24.9,Oily,100,27.5
37,Male,High,Medium,Low,58.9,18.9,Normal,100,21.2
55,Female,High,Medium,Low,48.4,23.6,Normal,100,35
50,Male,High,High,High,50.4,14.7,Oily,79.8,34.5
23,Male,Medium,Medium,Medium,64.9,17.7,Combination,100,15
32,Male,Low,Low,High,26.7,11,Dry,32.2,52
49,Female,Medium,Medium,Low,65.4,14.3,Normal,98.1,34.2
